team,team_code,shirt_no,position,player_name,first_names,last_names,name_on_shirt,dob,club,height_cm,caps,goals,source_status,parser_confidence
Sweden,SWE,16,MF,Jesper Karlström,Jesper,Karlström,KARLSTRÖM,"June 21, 1995",Udinese,,25,0,cross_checked,high
Sweden,SWE,17,FW,Viktor Gyökeres,Viktor,Gyökeres,GYÖKERES,"June 4, 1998",Arsenal,,33,20,cross_checked,high
Sweden,SWE,18,MF,Yasin Ayari,Yasin,Ayari,AYARI,"October 6, 2003",Brighton & Hove Albion,,21,3,cross_checked,high
Sweden,SWE,19,MF,Mattias Svanberg,Mattias,Svanberg,SVANBERG,"January 5, 1999",VfL Wolfsburg,,41,2,cross_checked,high
Sweden,SWE,20,DF,Eric Smith,Eric,Smith,SMITH,"January 8, 1997",FC St. Pauli,,2,0,cross_checked,high
Sweden,SWE,21,DF,Alexander Bernhardsson,Alexander,Bernhardsson,BERNHARDSSON,"September 8, 1998",Holstein Kiel,,11,0,cross_checked,high
Sweden,SWE,22,MF,Besfort Zeneli,Besfort,Zeneli,ZENELI,"November 21, 2002",Union Saint-Gilloise,,8,0,cross_checked,high
Sweden,SWE,23,GK,Kristoffer Nordfeldt,Kristoffer,Nordfeldt,NORDFELDT,"June 23, 1989",AIK,,21,0,cross_checked,high
Sweden,SWE,24,DF,Elliot Stroud,Elliot,Stroud,STROUD,"June 22, 2002",Mjällby AIF,,1,0,cross_checked,high
Sweden,SWE,25,FW,Gustaf Nilsson,Gustaf,Nilsson,NILSSON,"May 23, 1997",Club Brugge,,10,4,cross_checked,high
Sweden,SWE,26,FW,Taha Ali,Taha,Ali,ALI,"July 1, 1998",Malmö FF,,2,0,cross_checked,high
Tunisia,TUN,1,GK,Mouhib Chamakh,Mouhib,Chamakh,CHAMAKH,"August 25, 2001",Club Africain,,3,0,cross_checked,high
Tunisia,TUN,2,DF,Ali Abdi,Ali,Abdi,ABDI,"December 20, 1993",Nice,,46,7,cross_checked,high
Tunisia,TUN,3,DF,Montassar Talbi,Montassar,Talbi,TALBI,"May 26, 1998",Lorient,,64,4,cross_checked,high
Tunisia,TUN,4,DF,Omar Rekik,Omar,Rekik,REKIK,"December 20, 2001",Maribor,,6,0,cross_checked,high
Tunisia,TUN,5,DF,Adem Arous,Adem,Arous,AROUS,"July 17, 2004",Kasımpaşa,,2,0,cross_checked,high
Tunisia,TUN,6,DF,Dylan Bronn,Dylan,Bronn,BRONN,"June 19, 1995",Servette,,52,2,cross_checked,high
Tunisia,TUN,7,FW,Elias Achouri,Elias,Achouri,ACHOURI,"February 10, 1999",Copenhagen,,30,4,cross_checked,high
Tunisia,TUN,8,FW,Elias Saad,Elias,Saad,SAAD,"December 27, 1999",Hannover 96,,15,4,cross_checked,high
Tunisia,TUN,9,FW,Hazem Mastouri,Hazem,Mastouri,MASTOURI,"June 18, 1997",Dynamo Makhachkala,,19,4,cross_checked,high
Tunisia,TUN,10,MF,Hannibal Mejbri,Hannibal,Mejbri,MEJBRI,"January 21, 2003",Burnley,,45,1,cross_checked,high
Tunisia,TUN,11,MF,Ismaël Gharbi,Ismaël,Gharbi,GHARBI,"April 10, 2004",FC Augsburg,,17,2,cross_checked,high
Tunisia,TUN,12,DF,Mortadha Ben Ouanes,Mortadha Ben,Ouanes,OUANES,"July 2, 1994",Kasımpaşa,,18,0,cross_checked,high
Tunisia,TUN,13,MF,Rani Khedira,Rani,Khedira,KHEDIRA,"January 27, 1994",Union Berlin,,3,0,cross_checked,high
Tunisia,TUN,14,MF,Khalil Ayari,Khalil,Ayari,AYARI,"February 2, 2005",Paris Saint-Germain,,4,0,cross_checked,high
Tunisia,TUN,15,MF,Hadj Mahmoud,Hadj,Mahmoud,MAHMOUD,"April 24, 2000",Lugano,,9,0,cross_checked,high
Tunisia,TUN,16,GK,Aymen Dahmen,Aymen,Dahmen,DAHMEN,"January 28, 1997",CS Sfaxien,,37,0,cross_checked,high
Tunisia,TUN,17,MF,Ellyes Skhiri,Ellyes,Skhiri,SKHIRI,"May 10, 1995",Eintracht Frankfurt,,83,4,cross_checked,high
Tunisia,TUN,18,FW,Rayan Elloumi,Rayan,Elloumi,ELLOUMI,"September 17, 2007",Vancouver Whitecaps FC,,4,0,cross_checked,high
Tunisia,TUN,19,FW,Firas Chaouat,Firas,Chaouat,CHAOUAT,"May 8, 1996",Club Africain,,30,6,cross_checked,high
Tunisia,TUN,20,DF,Yan Valery,Yan,Valery,VALERY,"February 22, 1999",Young Boys,,22,0,cross_checked,high
Tunisia,TUN,21,DF,Mohamed Amine Ben Hamida,Mohamed Amine Ben,Hamida,HAMIDA,"December 15, 1995",Espérance de Tunis,,13,0,cross_checked,high
Tunisia,TUN,22,GK,Sabri Ben Hessen,Sabri Ben,Hessen,HESSEN,"June 13, 1996",Étoile du Sahel,,2,0,cross_checked,high
Tunisia,TUN,23,DF,Moutaz Neffati,Moutaz,Neffati,NEFFATI,"September 4, 2004",IFK Norrköping,,5,0,cross_checked,high
Tunisia,TUN,24,DF,Raed Chikhaoui,Raed,Chikhaoui,CHIKHAOUI,"June 9, 2004",US Monastir,,0,0,cross_checked,high
Tunisia,TUN,25,MF,Anis Ben Slimane,Anis Ben,Slimane,SLIMANE,"March 16, 2001",Norwich City,,41,4,cross_checked,high
Tunisia,TUN,26,MF,Sebastian Tounekti,Sebastian,Tounekti,TOUNEKTI,"July 13, 2002",Celtic,,12,1,cross_checked,high
Belgium,BEL,1,GK,Thibaut Courtois,Thibaut,Courtois,COURTOIS,"May 11, 1992",Real Madrid,,109,0,cross_checked,high
Belgium,BEL,2,DF,Zeno Debast,Zeno,Debast,DEBAST,"October 24, 2003",Sporting CP,,26,1,cross_checked,high
Belgium,BEL,3,DF,Arthur Theate,Arthur,Theate,THEATE,"May 25, 2000",Eintracht Frankfurt,,33,1,cross_checked,high
Belgium,BEL,4,DF,Brandon Mechele,Brandon,Mechele,MECHELE,"January 28, 1993",Club Brugge,,9,1,cross_checked,high
Belgium,BEL,5,DF,Maxim De Cuyper,Maxim De,Cuyper,CUYPER,"December 22, 2000",Brighton & Hove Albion,,19,4,cross_checked,high
Belgium,BEL,6,MF,Axel Witsel,Axel,Witsel,WITSEL,"January 12, 1989",Girona,,138,12,cross_checked,high
Belgium,BEL,7,MF,Kevin De Bruyne,Kevin De,Bruyne,BRUYNE,"June 28, 1991",Napoli,,119,37,cross_checked,high
Belgium,BEL,8,MF,Youri Tielemans,Youri,Tielemans,TIELEMANS,"May 7, 1997",Aston Villa,,85,13,cross_checked,high
Belgium,BEL,9,FW,Romelu Lukaku,Romelu,Lukaku,LUKAKU,"May 13, 1993",Napoli,,126,90,cross_checked,high
Belgium,BEL,10,FW,Leandro Trossard,Leandro,Trossard,TROSSARD,"December 4, 1994",Arsenal,,51,12,cross_checked,high
Belgium,BEL,11,FW,Jérémy Doku,Jérémy,Doku,DOKU,"May 27, 2002",Manchester City,,43,7,cross_checked,high
Belgium,BEL,12,GK,Senne Lammens,Senne,Lammens,LAMMENS,"July 7, 2002",Manchester United,,2,0,cross_checked,high
Belgium,BEL,13,GK,Mike Penders,Mike,Penders,PENDERS,"July 31, 2005",Strasbourg,,0,0,cross_checked,high
Belgium,BEL,14,FW,Dodi Lukébakio,Dodi,Lukébakio,LUKÉBAKIO,"September 24, 1997",Benfica,,30,6,cross_checked,high
Belgium,BEL,15,DF,Thomas Meunier,Thomas,Meunier,MEUNIER,"September 12, 1991",Lille,,80,10,cross_checked,high
Belgium,BEL,16,DF,Koni De Winter,Koni De,Winter,WINTER,"June 12, 2002",Milan,,8,0,cross_checked,high
Belgium,BEL,17,FW,Charles De Ketelaere,Charles De,Ketelaere,KETELAERE,"March 10, 2001",Atalanta,,30,6,cross_checked,high
Belgium,BEL,18,DF,Joaquin Seys,Joaquin,Seys,SEYS,"March 28, 2005",Club Brugge,,5,0,cross_checked,high
Belgium,BEL,19,MF,Diego Moreira,Diego,Moreira,MOREIRA,"August 6, 2004",Strasbourg,,3,0,cross_checked,high
Belgium,BEL,20,MF,Hans Vanaken,Hans,Vanaken,VANAKEN,"August 24, 1992",Club Brugge,,34,7,cross_checked,high
Belgium,BEL,21,DF,Timothy Castagne,Timothy,Castagne,CASTAGNE,"December 5, 1995",Fulham,,63,2,cross_checked,high
Belgium,BEL,22,MF,Alexis Saelemaekers,Alexis,Saelemaekers,SAELEMAEKERS,"June 27, 1999",Milan,,24,2,cross_checked,high
Belgium,BEL,23,MF,Nicolas Raskin,Nicolas,Raskin,RASKIN,"February 23, 2001",Rangers,,13,2,cross_checked,high
Belgium,BEL,24,MF,Amadou Onana,Amadou,Onana,ONANA,"August 16, 2001",Aston Villa,,29,1,cross_checked,high
Belgium,BEL,25,DF,Nathan Ngoy,Nathan,Ngoy,NGOY,"June 10, 2003",Lille,,4,0,cross_checked,high
Belgium,BEL,26,FW,Matias Fernandez-Pardo,Matias,Fernandez-Pardo,FERNANDEZ-PARDO,"February 3, 2005",Lille,,2,0,cross_checked,high
Egypt,EGY,1,GK,Mohamed El Shenawy,Mohamed El,Shenawy,SHENAWY,"December 18, 1988",Al Ahly,,76,0,cross_checked,high
Egypt,EGY,2,DF,Yasser Ibrahim,Yasser,Ibrahim,IBRAHIM,"February 10, 1993",Al Ahly,,17,1,cross_checked,high
Egypt,EGY,3,DF,Mohamed Hany,Mohamed,Hany,HANY,"February 2, 1996",Al Ahly,,42,0,cross_checked,high
Egypt,EGY,4,DF,Hossam Abdelmaguid,Hossam,Abdelmaguid,ABDELMAGUID,"April 30, 2001",Zamalek,,13,0,cross_checked,high
Egypt,EGY,5,DF,Ramy Rabia,Ramy,Rabia,RABIA,"May 20, 1993",Al Ain,,44,5,cross_checked,high
Egypt,EGY,6,DF,Mohamed Abdelmonem,Mohamed,Abdelmonem,ABDELMONEM,"February 1, 1999",Nice,,36,3,cross_checked,high
Egypt,EGY,7,FW,Trézéguet,,Trézéguet,TRÉZÉGUET,"October 1, 1994",Al Ahly,,96,23,cross_checked,high
Egypt,EGY,8,MF,Emam Ashour,Emam,Ashour,ASHOUR,"February 20, 1998",Al Ahly,,29,0,cross_checked,high
Egypt,EGY,9,FW,Hamza Abdelkarim,Hamza,Abdelkarim,ABDELKARIM,"January 1, 2008",Barcelona B,,2,0,cross_checked,high
Egypt,EGY,10,FW,Mohamed Salah,Mohamed,Salah,SALAH,"June 15, 1992",Liverpool,,116,67,cross_checked,high
Egypt,EGY,11,MF,Mostafa Ziko,Mostafa,Ziko,ZIKO,"April 27, 1997",Pyramids,,2,2,cross_checked,high
Egypt,EGY,12,FW,Haissem Hassan,Haissem,Hassan,HASSAN,"February 8, 2002",Oviedo,,4,0,cross_checked,high
Egypt,EGY,13,DF,Ahmed Fatouh,Ahmed,Fatouh,FATOUH,"March 22, 1998",Zamalek,,39,1,cross_checked,high
Egypt,EGY,14,MF,Hamdy Fathy,Hamdy,Fathy,FATHY,"September 29, 1994",Al-Wakrah,,63,3,cross_checked,high
Egypt,EGY,15,DF,Karim Hafez,Karim,Hafez,HAFEZ,"March 12, 1996",Pyramids,,9,0,cross_checked,high
Egypt,EGY,16,GK,El Mahdy Soliman,El Mahdy,Soliman,SOLIMAN,"June 8, 1987",Zamalek,,0,0,cross_checked,high
Egypt,EGY,17,MF,Mohanad Lasheen,Mohanad,Lasheen,LASHEEN,"May 29, 1996",Pyramids,,23,0,cross_checked,high
Egypt,EGY,18,MF,Nabil Emad,Nabil,Emad,EMAD,"April 6, 1996",Al-Najma,,12,0,cross_checked,high
Egypt,EGY,19,MF,Marwan Attia,Marwan,Attia,ATTIA,"August 1, 1998",Al Ahly,,34,1,cross_checked,high
Egypt,EGY,20,FW,Ibrahim Adel,Ibrahim,Adel,ADEL,"April 23, 2001",Nordsjælland,,24,3,cross_checked,high
Egypt,EGY,21,MF,Mahmoud Saber,Mahmoud,Saber,SABER,"July 30, 2001",ZED,,15,1,cross_checked,high
Egypt,EGY,22,FW,Omar Marmoush,Omar,Marmoush,MARMOUSH,"February 7, 1999",Manchester City,,50,11,cross_checked,high
Egypt,EGY,23,GK,Mostafa Shobeir,Mostafa,Shobeir,SHOBEIR,"May 15, 2000",Al Ahly,,9,0,cross_checked,high
Egypt,EGY,24,DF,Tarek Alaa,Tarek,Alaa,ALAA,"January 5, 2002",ZED,,3,0,cross_checked,high
Egypt,EGY,25,FW,Zizo,,Zizo,ZIZO,"January 10, 1996",Al Ahly,,63,5,cross_checked,high
Egypt,EGY,26,GK,Mohamed Alaa,Mohamed,Alaa,ALAA,"January 1, 1999",El Gouna,,0,0,cross_checked,high
IR Iran,IRN,1,GK,Alireza Beiranvand,Alireza,Beiranvand,BEIRANVAND,"September 21, 1992",Tractor,,86,0,cross_checked,high
IR Iran,IRN,2,DF,Saleh Hardani,Saleh,Hardani,HARDANI,"December 26, 1998",Esteghlal,,18,1,cross_checked,high
IR Iran,IRN,3,DF,Ehsan Hajsafi,Ehsan,Hajsafi,HAJSAFI,"February 25, 1990",Sepahan,,146,7,cross_checked,high
IR Iran,IRN,4,DF,Shojae Khalilzadeh,Shojae,Khalilzadeh,KHALILZADEH,"May 14, 1989",Tractor,,58,2,cross_checked,high
IR Iran,IRN,5,DF,Milad Mohammadi,Milad,Mohammadi,MOHAMMADI,"September 29, 1993",Persepolis,,76,1,cross_checked,high
IR Iran,IRN,6,MF,Saeid Ezatolahi,Saeid,Ezatolahi,EZATOLAHI,"October 1, 1996",Shabab Al Ahli,,83,2,cross_checked,high
IR Iran,IRN,7,MF,Alireza Jahanbakhsh,Alireza,Jahanbakhsh,JAHANBAKHSH,"August 11, 1993",Dender,,98,17,cross_checked,high
IR Iran,IRN,8,MF,Mohammad Mohebi,Mohammad,Mohebi,MOHEBI,"December 20, 1998",Rostov,,36,14,cross_checked,high
IR Iran,IRN,9,FW,Mehdi Taremi,Mehdi,Taremi,TAREMI,"July 18, 1992",Olympiacos,,105,60,cross_checked,high
IR Iran,IRN,10,FW,Mehdi Ghayedi,Mehdi,Ghayedi,GHAYEDI,"December 5, 1998",Al Nasr,,30,10,cross_checked,high
IR Iran,IRN,11,FW,Ali Alipour,Ali,Alipour,ALIPOUR,"November 11, 1995",Persepolis,,14,1,cross_checked,high
IR Iran,IRN,12,GK,Payam Niazmand,Payam,Niazmand,NIAZMAND,"April 6, 1995",Persepolis,,15,0,cross_checked,high
IR Iran,IRN,13,DF,Hossein Kanaanizadegan,Hossein,Kanaanizadegan,KANAANIZADEGAN,"March 23, 1994",Persepolis,,65,6,cross_checked,high
IR Iran,IRN,14,MF,Saman Ghoddos,Saman,Ghoddos,GHODDOS,"September 6, 1993",Kalba,,68,3,cross_checked,high
IR Iran,IRN,15,MF,Rouzbeh Cheshmi,Rouzbeh,Cheshmi,CHESHMI,"July 24, 1993",Esteghlal,,40,3,cross_checked,high
IR Iran,IRN,16,MF,Mehdi Torabi,Mehdi,Torabi,TORABI,"September 10, 1994",Tractor,,52,7,cross_checked,high
IR Iran,IRN,17,DF,Aria Yousefi,Aria,Yousefi,YOUSEFI,"April 22, 2002",Sepahan,,14,1,cross_checked,high
IR Iran,IRN,18,FW,Amirhossein Hosseinzadeh,Amirhossein,Hosseinzadeh,HOSSEINZADEH,"October 30, 2000",Tractor,,18,5,cross_checked,high
IR Iran,IRN,19,DF,Ali Nemati,Ali,Nemati,NEMATI,"February 8, 1996",Foolad,,17,0,cross_checked,high
IR Iran,IRN,20,FW,Shahriyar Moghanlou,Shahriyar,Moghanlou,MOGHANLOU,"December 21, 1994",Kalba,,21,2,cross_checked,high
IR Iran,IRN,21,MF,Mohammad Ghorbani,Mohammad,Ghorbani,GHORBANI,"October 7, 2001",Al Wahda,,16,0,cross_checked,high
IR Iran,IRN,22,GK,Hossein Hosseini,Hossein,Hosseini,HOSSEINI,"June 30, 1992",Sepahan,,13,0,cross_checked,high
IR Iran,IRN,23,DF,Ramin Rezaeian,Ramin,Rezaeian,REZAEIAN,"March 21, 1990",Foolad,,74,8,cross_checked,high
IR Iran,IRN,24,FW,Dennis Eckert,Dennis,Eckert,ECKERT,"January 9, 1997",Standard Liège,,0,0,cross_checked,high
IR Iran,IRN,25,DF,Danial Eiri,Danial,Eiri,EIRI,"October 26, 2003",Malavan,,0,0,cross_checked,high
IR Iran,IRN,26,MF,Amirmohammad Razzaghinia,Amirmohammad,Razzaghinia,RAZZAGHINIA,"April 11, 2006",Esteghlal,,4,0,cross_checked,high
New Zealand,NZL,1,GK,Max Crocombe,Max,Crocombe,CROCOMBE,"August 12, 1993",Millwall,,24,0,cross_checked,high
New Zealand,NZL,2,DF,Tim Payne,Tim,Payne,PAYNE,"January 10, 1994",Wellington Phoenix,,51,3,cross_checked,high
New Zealand,NZL,3,DF,Francis de Vries,Francis de,Vries,VRIES,"November 28, 1994",Auckland FC,,20,1,cross_checked,high
New Zealand,NZL,4,DF,Tyler Bindon,Tyler,Bindon,BINDON,"January 27, 2005",Sheffield United,,25,3,cross_checked,high
New Zealand,NZL,5,DF,Michael Boxall,Michael,Boxall,BOXALL,"August 18, 1988",Minnesota United FC,,63,1,cross_checked,high
New Zealand,NZL,6,MF,Joe Bell,Joe,Bell,BELL,"April 27, 1999",Viking,,32,1,cross_checked,high
New Zealand,NZL,7,MF,Matthew Garbett,Matthew,Garbett,GARBETT,"April 13, 2002",Peterborough United,,37,5,cross_checked,high
New Zealand,NZL,8,MF,Marko Stamenić,Marko,Stamenić,STAMENIĆ,"February 19, 2002",Swansea City,,39,3,cross_checked,high
New Zealand,NZL,9,FW,Chris Wood,Chris,Wood,WOOD,"December 7, 1991",Nottingham Forest,,90,45,cross_checked,high
New Zealand,NZL,10,MF,Sarpreet Singh,Sarpreet,Singh,SINGH,"February 20, 1999",Wellington Phoenix,,28,3,cross_checked,high
New Zealand,NZL,11,MF,Elijah Just,Elijah,Just,JUST,"May 1, 2000",Motherwell,,44,9,cross_checked,high
New Zealand,NZL,12,GK,Alex Paulsen,Alex,Paulsen,PAULSEN,"July 4, 2002",Lechia Gdańsk,,8,0,cross_checked,high
New Zealand,NZL,13,DF,Liberato Cacace,Liberato,Cacace,CACACE,"September 27, 2000",Wrexham,,37,1,cross_checked,high
New Zealand,NZL,14,MF,Alex Rufer,Alex,Rufer,RUFER,"June 12, 1996",Wellington Phoenix,,26,0,cross_checked,high
New Zealand,NZL,15,DF,Nando Pijnaker,Nando,Pijnaker,PIJNAKER,"February 25, 1999",Auckland FC,,25,0,cross_checked,high
New Zealand,NZL,16,DF,Finn Surman,Finn,Surman,SURMAN,"September 23, 2003",Portland Timbers,,19,2,cross_checked,high
New Zealand,NZL,17,FW,Kosta Barbarouses,Kosta,Barbarouses,BARBAROUSES,"February 19, 1990",Western Sydney Wanderers,,76,10,cross_checked,high
New Zealand,NZL,18,FW,Ben Waine,Ben,Waine,WAINE,"June 11, 2001",Port Vale,,31,9,cross_checked,high
New Zealand,NZL,19,MF,Ben Old,Ben,Old,OLD,"August 13, 2002",Saint-Étienne,,24,2,cross_checked,high
New Zealand,NZL,20,MF,Callum McCowatt,Callum,McCowatt,MCCOWATT,"April 30, 1999",Silkeborg,,32,4,cross_checked,high
New Zealand,NZL,21,FW,Jesse Randall,Jesse,Randall,RANDALL,"August 19, 2002",Auckland FC,,11,2,cross_checked,high
New Zealand,NZL,22,GK,Michael Woud,Michael,Woud,WOUD,"January 16, 1999",Auckland FC,,6,0,cross_checked,high
New Zealand,NZL,23,MF,Ryan Thomas,Ryan,Thomas,THOMAS,"December 20, 1994",PEC Zwolle,,25,3,cross_checked,high
New Zealand,NZL,24,DF,Callan Elliot,Callan,Elliot,ELLIOT,"July 7, 1999",Auckland FC,,11,0,cross_checked,high
New Zealand,NZL,25,MF,Lachlan Bayliss,Lachlan,Bayliss,BAYLISS,"July 24, 2002",Newcastle Jets,,4,0,cross_checked,high
New Zealand,NZL,26,DF,Tommy Smith,Tommy,Smith,SMITH,"March 31, 1990",Braintree Town,,56,2,cross_checked,high
Cape Verde,CPV,1,GK,Vozinha,,Vozinha,VOZINHA,"June 3, 1986",Chaves,,90,0,cross_checked,high
Cape Verde,CPV,2,DF,Stopira,,Stopira,STOPIRA,"May 20, 1988",Torreense,,61,4,cross_checked,high
Cape Verde,CPV,3,DF,Diney,,Diney,DINEY,"January 17, 1995",Al Bataeh,,32,2,cross_checked,high
Cape Verde,CPV,4,DF,Roberto Lopes,Roberto,Lopes,LOPES,"June 17, 1992",Shamrock Rovers,,45,0,cross_checked,high
Cape Verde,CPV,5,DF,Logan Costa,Logan,Costa,COSTA,"April 1, 2001",Villarreal,,28,0,cross_checked,high
Cape Verde,CPV,6,MF,Kevin Pina,Kevin,Pina,PINA,"January 27, 1997",Krasnodar,,31,3,cross_checked,high
Cape Verde,CPV,7,MF,Jovane Cabral,Jovane,Cabral,CABRAL,"June 14, 1998",Estrela Amadora,,29,3,cross_checked,high
Cape Verde,CPV,8,MF,João Paulo,João,Paulo,PAULO,"May 26, 1998",FCSB,,41,1,cross_checked,high
Cape Verde,CPV,9,FW,Gilson Benchimol,Gilson,Benchimol,BENCHIMOL,"December 29, 2001",Akron Tolyatti,,21,6,cross_checked,high
Cape Verde,CPV,10,MF,Jamiro Monteiro,Jamiro,Monteiro,MONTEIRO,"November 23, 1993",PEC Zwolle,,55,5,cross_checked,high
Cape Verde,CPV,11,MF,Garry Rodrigues,Garry,Rodrigues,RODRIGUES,"November 27, 1990",Apollon Limassol,,61,10,cross_checked,high
Cape Verde,CPV,12,GK,Márcio Rosa,Márcio,Rosa,ROSA,"February 23, 1997",Montana,,11,0,cross_checked,high
Cape Verde,CPV,13,DF,Sidny Lopes Cabral,Sidny Lopes,Cabral,CABRAL,"September 18, 2002",Benfica,,11,3,cross_checked,high
Cape Verde,CPV,14,MF,Deroy Duarte,Deroy,Duarte,DUARTE,"July 4, 1999",Ludogorets Razgrad,,33,0,cross_checked,high
Cape Verde,CPV,15,MF,Laros Duarte,Laros,Duarte,DUARTE,"February 28, 1997",Puskás Akadémia,,20,1,cross_checked,high
Cape Verde,CPV,16,MF,Yannick Semedo,Yannick,Semedo,SEMEDO,"December 29, 1995",Farense,,11,1,cross_checked,high
Cape Verde,CPV,17,MF,Willy Semedo,Willy,Semedo,SEMEDO,"April 27, 1994",Omonia,,38,3,cross_checked,high
Cape Verde,CPV,18,MF,Telmo Arcanjo,Telmo,Arcanjo,ARCANJO,"June 21, 2001",Vitória de Guimarães,,16,1,cross_checked,high
Cape Verde,CPV,19,FW,Dailon Livramento,Dailon,Livramento,LIVRAMENTO,"May 4, 2001",Casa Pia,,22,7,cross_checked,high
Cape Verde,CPV,20,FW,Ryan Mendes,Ryan,Mendes,MENDES,"January 8, 1990",Iğdır,,98,22,cross_checked,high
Cape Verde,CPV,21,MF,Nuno da Costa,Nuno da,Costa,COSTA,"February 10, 1991",İstanbul Başakşehir,,9,2,cross_checked,high
Cape Verde,CPV,22,DF,Steven Moreira,Steven,Moreira,MOREIRA,"August 13, 1994",Columbus Crew,,20,0,cross_checked,high
Cape Verde,CPV,23,GK,CJ dos Santos,CJ dos,Santos,SANTOS,"August 24, 2000",San Diego FC,,1,0,cross_checked,high
Cape Verde,CPV,24,DF,Wagner Pina,Wagner,Pina,PINA,"November 3, 2002",Trabzonspor,,14,0,cross_checked,high
Cape Verde,CPV,25,DF,Kelvin Pires,Kelvin,Pires,PIRES,"June 5, 2000",SJK,,6,1,cross_checked,high
Cape Verde,CPV,26,MF,Hélio Varela,Hélio,Varela,VARELA,"May 3, 2002",Maccabi Tel Aviv,,21,0,cross_checked,high
Saudi Arabia,KSA,1,GK,Nawaf Al-Aqidi,Nawaf,Al-Aqidi,AL-AQIDI,"May 10, 2000",Al-Nassr,,24,0,cross_checked,high
Saudi Arabia,KSA,2,DF,Ali Majrashi,Ali,Majrashi,MAJRASHI,"October 2, 1999",Al-Ahli,,21,0,cross_checked,high
Saudi Arabia,KSA,3,DF,Ali Lajami,Ali,Lajami,LAJAMI,"April 24, 1996",Al-Hilal,,24,1,cross_checked,high
Saudi Arabia,KSA,4,DF,Abdulelah Al-Amri,Abdulelah,Al-Amri,AL-AMRI,"January 15, 1997",Al-Nassr,,44,1,cross_checked,high
Saudi Arabia,KSA,5,DF,Hassan Al-Tambakti,Hassan,Al-Tambakti,AL-TAMBAKTI,"February 9, 1999",Al-Hilal,,54,1,cross_checked,high
Saudi Arabia,KSA,6,MF,Nasser Al-Dawsari,Nasser,Al-Dawsari,AL-DAWSARI,"December 19, 1998",Al-Hilal,,47,1,cross_checked,high
Saudi Arabia,KSA,7,MF,Musab Al-Juwayr,Musab,Al-Juwayr,AL-JUWAYR,"June 20, 2003",Al-Qadsiah,,37,6,cross_checked,high
Saudi Arabia,KSA,8,FW,Ayman Yahya,Ayman,Yahya,YAHYA,"May 14, 2001",Al-Nassr,,26,0,cross_checked,high
Saudi Arabia,KSA,9,FW,Firas Al-Buraikan,Firas,Al-Buraikan,AL-BURAIKAN,"May 14, 2000",Al-Ahli,,72,16,cross_checked,high
Saudi Arabia,KSA,10,FW,Salem Al-Dawsari,Salem,Al-Dawsari,AL-DAWSARI,"August 19, 1991",Al-Hilal,,111,27,cross_checked,high
Saudi Arabia,KSA,11,FW,Saleh Al-Shehri,Saleh,Al-Shehri,AL-SHEHRI,"November 1, 1993",Al-Ittihad,,59,17,cross_checked,high
Saudi Arabia,KSA,12,DF,Saud Abdulhamid,Saud,Abdulhamid,ABDULHAMID,"July 18, 1999",Lens,,55,1,cross_checked,high
Saudi Arabia,KSA,13,DF,Nawaf Boushal,Nawaf,Boushal,BOUSHAL,"September 16, 1999",Al-Nassr,,27,0,cross_checked,high
Saudi Arabia,KSA,14,DF,Hassan Kadesh,Hassan,Kadesh,KADESH,"September 26, 1992",Al-Ittihad,,21,2,cross_checked,high
Saudi Arabia,KSA,15,MF,Abdullah Al-Khaibari,Abdullah,Al-Khaibari,AL-KHAIBARI,"August 16, 1996",Al-Nassr,,42,0,cross_checked,high
Saudi Arabia,KSA,16,MF,Ziyad Al-Johani,Ziyad,Al-Johani,AL-JOHANI,"November 11, 2001",Al-Ahli,,12,0,cross_checked,high
Saudi Arabia,KSA,17,FW,Khalid Al-Ghannam,Khalid,Al-Ghannam,AL-GHANNAM,"November 8, 2000",Al-Ettifaq,,7,0,cross_checked,high
Saudi Arabia,KSA,18,MF,Alaa Al-Hejji,Alaa,Al-Hejji,AL-HEJJI,"December 3, 1995",Neom,,3,0,cross_checked,high
Saudi Arabia,KSA,19,FW,Abdullah Al-Hamdan,Abdullah,Al-Hamdan,AL-HAMDAN,"September 13, 1999",Al-Nassr,,52,13,cross_checked,high
Saudi Arabia,KSA,20,FW,Sultan Mandash,Sultan,Mandash,MANDASH,"October 17, 1994",Al-Hilal,,7,2,cross_checked,high
Saudi Arabia,KSA,21,GK,Mohammed Al-Owais,Mohammed,Al-Owais,AL-OWAIS,"October 10, 1991",Al-Ula,,65,0,cross_checked,high
Saudi Arabia,KSA,22,GK,Ahmed Al-Kassar,Ahmed,Al-Kassar,AL-KASSAR,"May 8, 1991",Al-Qadsiah,,9,0,cross_checked,high
Saudi Arabia,KSA,23,MF,Mohamed Kanno,Mohamed,Kanno,KANNO,"September 22, 1994",Al-Hilal,,79,8,cross_checked,high
Saudi Arabia,KSA,24,DF,Moteb Al-Harbi,Moteb,Al-Harbi,AL-HARBI,"February 20, 2000",Al-Hilal,,13,0,cross_checked,high
Saudi Arabia,KSA,25,DF,Jehad Thakri,Jehad,Thakri,THAKRI,"July 21, 2001",Al-Qadsiah,,8,0,cross_checked,high
Saudi Arabia,KSA,26,DF,Mohammed Abu Al-Shamat,Mohammed Abu,Al-Shamat,AL-SHAMAT,"August 11, 2002",Al-Qadsiah,,8,0,cross_checked,high
